objectid,parentid,filename,title,tour_site_number,creator,date_of_construction,narrative,structure_type,house_type,architectural_style,architect,subject,location,latitude,longitude,source,type,format,language,rights
coll031,,0500.png,A Walk Through the Vinegar Hill Historic District,,"City of Bloomington, Indiana",1927; 1928; 1929; 1935; 1938,"The Indiana limestone industry began with the arrival of John Matthews, an English stonecutter, in the 1850s. His small surface quarry in Ellettsville grew and by 1873, John Matthews & Sons Steam Works had installed four gang saws—to cut stone into blocks— and the first channeling machine, a revolutionary method for quarrying and transporting cut stone. By 1907, there were seventeen limestone mills and quarries within the city limits of Bloomington, with many more located elsewhere in Monroe County.

The Matthews business and many like it flourished during the late 1800s, the product of several influences. Limestone was in demand for the rebuilding of Chicago following the fire of 1871. At the same time, many architects, such as Richard Morris Hunt, were commissioned to replicate the styles of old Europe—Greek Revival and Beaux Arts—and ordered Indiana limestone to build grand houses like “The Breakers” in Newport, RI; “The Biltmore” in Asheville, NC; and the Frick Mansion in New York City.

The limestone industry saw its greatest growth and prosperity between World War I and the Great Depression. Often quarry workers found prominence as they rose to the management of large companies, founded their own firms, or became known for their artistic skills.

Also during the late 1800s Indiana Seminary, founded in 1825, became Indiana University. It relocated to Dunn’s Woods, the heart of the current campus, and construction of numerous buildings was begun. Swain Hall was completed in 1910 and further expansion continued during the 1920s and 1930s with construction of Rawles Hall, Memorial Hall, Merrill Hall and Myers Hall. The predominantly Gothic Revival style of the Indiana University campus lent itself well to the use of limestone, with elaborate architectural and decorative carvings found throughout these earlier buildings.

The hill east of downtown Bloomington that was to become known as “Vinegar Hill” began as several out lots on which an orchard was located. But its close proximity to the growing university campus provided ideal residential development potential. Construction of Elm Heights School was completed in 1926, and that same year the first home in Vinegar Hill was also built. It was the smell of rotting fruit from the abandoned orchards that was to give the neighborhood its name.

The prominence of the neighborhood is reflected in those who built homes here. Dominant names in the limestone industry with residences on the summit of the hill included Irvin S. Matthews and Albert T. Hoadley, both from industry founding families, and Kenneth Cline and David Wylie, owners of Bloomington Limestone Company. Master stone carvers also built here, although further down the hill, and included Domenick Mazzullo, Joseph Anthony, and Chris and Harry Donato. Prominent Bloomington business owners who built here included John Humphreys, a car dealer; Glen Woodward, owner of Woodward Insurance Company; and W. Earl and Mabel Sullivan, owners of a men’s clothing store. Many significant Indiana University professors and researchers also lived in the neighborhood including Alfred C. Kinsey, director of the university’s Institute for Sex Research, now the Kinsey Institute; Nobel Prize winner Herman J. Muller; B. Winfred Merrill, founder and first dean of the IU School of Music; and, Henry Radford Hope, namesake of the IU School of Fine Arts.

The early architecture of Vinegar Hill reflects several period revivals, predominantly Tudor and Colonial Revival, with Greek Revival, French Provincial, Spanish Colonial, Italian Renaissance, and Art Deco also present. Many homes are highly decorated with carvings, sculpture and architectural yard features, usually designed or carved by the master stone carvers who built the residences. Another distinctive feature of the architecture reflects the growing popularity of the automobile— inclusion of a garage in most home designs. While some have detached rear garages, a relatively high number of homes have a garage tucked beneath the rear of the house. Not only did this prevent the front facade from being compromised, the garage structures often supported outdoor living spaces. This further emphasized use of the rear yards as an extension of the architecture.

While later periods of construction are present in Vinegar Hill, little visible change is evident in the neighborhood. The trees have matured but most of the homes look much as they did when constructed. And while the names of homeowners have changed, they continue to reflect the businesses and professional practices of Bloomington, or the Indiana University faculty and staff. The historic district was listed on the National Register of Historic Places in 2005.

Vinegar Hill Walking Tour

In Appreciation:

Research for this project was originally funded in part by a Department of the Interior grant administered by the Division of Historic Preservation and Archaeology, Indiana Department of Natural Resources. More recent research for this project was also funded by a grant from the same agency.

Financial support for this publication was provided by the Department of Housing and Neighborhood Development, City of Bloomington.

Assistance was provided by Danielle Bachant-Bell, Nancy Hiestand, Joanne Stuttgen, and Dot Spore. Historic photographs were provided by Indiana University’s William H. Mathers Museum photographic archive, the Shaw East and Shaw Starkes Collections.

The houses shown here are representative and are not intended to be an exhaustive list of historic resources in the district. Please respect the privacy of the owners by viewing all listed buildings from the street.
",House,,English Domestic Revival; French Provincial Revival; Renaissance Revival; Spanish Colonial Revival ,Chris Donato; Ernest Flagg,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Vinegar Hill Historic District",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll032,coll031,0501.png,Mazzullo House; 1002 East First Street,No. 1,,1935,"This home was built by Domenick and Concetta Mazzullo as their residence.Domenick immigrated to the United States from Sicily in 1903. In Bloomington he had a stone carving partnership with Joseph Anthony, who also built a home on First Street. Mazzullo’s house retains the most intact personal folk art environment in the neighborhood. Carved relief decorations and gargoyle drains decorate the house, while numerous limestone artifacts are found throughout the yard. The Mazzullos also constructed the brick-clad Foursquare duplex to the north at 715-717 South Woodlawn. The couple moved into unit 717 after its completion in 1939. The limestone porch again highlights Domenick’s carving talents.",House,,Spanish Colonial Revival,,residential architecture,"Bloomington, Indiana",39.15909025,-86.5224708,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Vinegar Hill Historic District",Image;StillImage,image/png,eng,
coll033,coll031,0504.png,Crescenzo Donato House; 1107 East First Street,No. 4,,1938,"Crescenzo Di Donato built this Tudor Revival style home for himself and his wife, Mary, upon his retirement from the limestone industry. He designed the carved ashlar limestone panels. Chris Donato immigrated to the United States from Rivisondoli, Italy in 1892. He first settled in New York where he and his brother, Harry, were “honor artists” at the Cooper Union School of Art. Around 1910 they were recruited as carvers for the limestone industry and moved to Bedford. Through the 1920s and 30s, Donato owned his own stone cutting mills, including one of the largest in the area, the Heltonville Limestone Corporation. Donato’s retirement was devoted to painting and rebuilding his hometown church destroyed during World War II",House,,Renaissance Revival,Chris Donato,residential architecture,"Bloomington, Indiana",39.1595655,-86.521345,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Vinegar Hill Historic District",Image;StillImage,image/png,eng,
coll034,coll031,0511.png,Kinsey House; 1320 East First Street,No. 11,,1927,"Alfred C. Kinsey was the internationally renowned director of Indiana University’s Institute for Sex Research, now known as the Kinsey Institute. His controversial work included two best-selling books, Sexual Behavior in the Human Male and Sexual Behavior in the Human Female. Alfred designed this house for him and his wife, Clara, and their family around a large persimmon tree that unfortunately blew down in 1995. The over burned bricks were purposely laid unevenly, with the mortar oozing out, to achieve an aged appearance appropriate to the naturalized grounds. Alfred cultivated day lilies and iris in his garden, with up to 250 varieties of iris at one point, and sold the bulbs for a number of years.",House,,English Domestic Revival,,residential architecture,"Bloomington, Indiana",39.15891568,-86.51705404,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Vinegar Hill Historic District",Image;StillImage,image/png,eng,
coll035,coll031,0515.jpg,Merrill House; 824 South Sheridan Drive,No. 15,,1928; 1929,"Prominent New York architect Ernest Flagg designed this French Provincial Revival style house for B. Winfred Merrill and his wife, Mary. Winfred founded the IU School of Music in 1921 and served as its dean until his retirement in 1938. A friend directed him to an article by Flagg in Collier’s magazine entitled, “Build a House and Save a Third,” which led to the architect’s hire by the Merrills. The house’s design reflects a French farmhouse with a living room at the front, an interior court, and bedrooms to the rear. The exterior walls are Paoli limestone rubble and poured concrete. The paired casement windows are steeply pitched beneath gabled pediments so as to resemble wall dormers. The small tower over the courtyard is topped with a weather vane depicting a replica of Winfred’s violin.",House,,French Provincial Revival,Ernest Flagg,residential architecture,"Bloomington, Indiana",39.15875071,-86.51572317,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the Vinegar Hill Historic District",Image;StillImage,image/png,eng,
coll036,,0800.png,A Walk Through the University Courts Historic District,,"City of Bloomington, Indiana",1913; 1915; 1917; 1927; 1931,"The four original subdivisions in University Courts Historic District were platted between 1910 and 1913 on land that formerly belonged to attorney and farmer Moses Dunn. The Dunn farm and property stood just east of the present neighborhood on the site of the Indiana University HPER building (the former Men’s Gym). In 1883, after the fire at Seminary Square, the university began to construct a new campus on the Dunn farmstead. This immediately enhanced the real estate potential of all the adjacent land. The development at University Courts sought to capitalize on the proximity of what is now called the “Old Crescent.” The original developers were Elvet and Cora Rhodes and the German American Trust Co. In 1913, the remainder of the land was sold to Thomas and Nettie Sare. Only the first three subdivisions are part of University Courts. The fourth subdivison is now a part of the Indiana University campus.

The comfortable, gracious homes in “The Courts” were built by developers, limestone men, and others whose fortunes were made in business and industry. Many were the homes of distinguished members of Indiana University’s academic community. The houses were constructed predominantly out of brick and limestone in the popular period revival styles of the day. Georgian, Spanish Colonial and Mission styles dominated in the 1920s and Colonial Revival in the 1930s. The influence of the Arts and Crafts movement is also evident throughout the district. The builders spared no expense in construction, selecting the very best materials and including every “modern convenience.” Slate and tile roofs were common. No fewer than 13 buildings were designed by noted Bloomington architect John L. Nichols. The district is characterized by a relatively high number of architect designed structures, reflecting both the affluence of its owners and the relatively greater number of practicing architects in the Bloomington market after 1920. University Courts can boast examples from at least six known architectural firms including Alfred Grindle, Edwin Doeppers, Burns & James, Merrit Harrison, Lowe and Bollenbacher, as well as Bloomington’s own John L. Nichols. Thomas Sare personally developed four houses, all of which were design by Nichols’ firm.

The Sigma Chi House, erected in 1906, is the only structure in the district that pre-dates platting of the area. It was the first building to be constructed by a fraternity for its own use_at Indiana University. Through the years, nine Greek Letter Societies were housed in University Courts. Most were originally designed as single-family homes and later adapted as Greek houses. Beginning in the 1960s, a number of residences were also converted for use as offices by Indiana University. Much of the renovation has respected the interior and exterior of these houses and has helped preserve the district’s historic character.

In University Courts, single family homes were interspersed harmoniously with duplexes and small apartment buildings. All were built at a comfortable residential scale. Several paired duplexes are located on corners. They were developed by families who also resided in the neighborhood. The wealth of architectural styles, rich variety of building materials, retain- ing walls, and Bloomington’s only remaining brick streets create a charming and unique environment, a synthesis of “town and gown.”

Besides the men and women whose homes are described as part of this walking tour, other early residents of “The Courts” include: Agnes Wells, Indiana University Dean of Women; William Rawles, Dean of the School of Commerce and Finance; Zora Clevenger, Indiana University Athletic Director; Joseph and Agnes Nurre, of the Nurre Mirror Plate Company; Chester and Ethel Tourner, of the Tourner Coal Company; Tunie Buskirk, widow of a prominent Bloomington lawyer; stone man Philip Kearny “P.K.” Buskirk; and Kenneth Williams, professor of mathematics and celebrated author of a five volume history of the Civil War, Lincoln Finds a General; among many others.

University Courts, a neighborhood originally built to capitalize on its proximity to the University, suffered several demographic changes starting in the 1960s. The area was further endangered by the 1944 Master Plan for campus expansion. Original owners, who were mainly university professors and prominent local businessmen, began to age and sell their long- time homes. Many properties were converted to rentals or departmental annexes for the University. The area that once housed distinguished professors found itself increasingly defenseless in the face of maintenance issues and the clash between student and resident occupants. The struggle to preserve University Courts continued over more than three decades. As early as 1982, correspondence from President Ryan at Indiana University and Sybyl Eakin of the Historic Building and District Study Committee show that the community was already concerned with the conditon of the brick streets. In response, a local ordinance was passed to insure ayeropcisis repair of Bloomington’s historic brick streets, which had been randomly patched with asphalt and cement.

The University Courts Historic District was nominated to the National Register of Historic Places in June 1992, but was not listed until December 2007, overcoming much opposition and controversy. The protracted effort to reconsider listing was spearheaded by long time residents Sandi Cole and Jeannine Butler, who locally designated their own property in 1998 in order to renew public interest in the area. In 2004, the Bloomington Historic Preservation Commission locally designated the brick streets that are so significant to the character and atmosphere of the neighborhood. These are the only surviving streets of their kind within the city limits. Soon after the designation, discussions with Jeannine Butler led to an incremental approach to street repair, initiated by City of Bloomington Department of Public Works. Approximately 100 square feet of repair or $10,000 worth of work are budgeted annually. A substantial repair is anticipated in 2013, funded by a federal grant that was first applied for in 1997. The story of University Courts is one of patience and persistence in the face of adversity. Today the properties are well maintained and a credit to both the University and property owners. More information on University Courts, and a copy of the National Register nomination, is available at the Indiana Room of the Monroe County Public Library.

In Appreciation:

Financial support for this publication was provided by the Housing and Neighborhood Development. This brochure was first published in 1988 and has gone through three editions. It was originally funded through a grant from the Indiana Division of Historic Preservation and Archaeology.

Research by William Coulter and Nancy Hiestand. Archival Photographs are courtesy of the William H. Mathers Museum. Design assistance by Ellen M. Campbell.
",Apartments; House,American Four-square; Bungalow ,Colonial Revival; Dutch Colonial Revival; Spanish Colonial Revival; Tudor Revival,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the University Courts Historic District",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll037,coll036,0816.png,Stith Thompson House; 406 North Fess Avenue,No. 16,,1915,"Designed by Edwin C. Doeppers who also designed the Banneker School, a local African American landmark. The most prominent resident was Stith Thompson, professor of English and founder of the Indiana University Folklore Institute along with Richard Dorson. The Arts and Crafts style is illustrated by three over one window panes and the battered columns that support the broad front porch.",House,Bungalow; American Four-square ,,,residential architecture,"Bloomington, Indiana",39.16991155,-86.52557817,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the University Courts Historic District",Image;StillImage,image/png,eng,
coll038,coll036,0818.png,422 North Indiana Avenue,No. 18,,1913,"This home was built for the Wyatt Wicks family who owned Bloomington’s major early department store on the courthouse
square, ‘Wick’s Beehive.’ The business was over 100 years old when it closed in 1976. Another well established local businessman, Thomas Karsell, lived in the home from 1920-1938. Karsell’s Bloomington Milling Company was located just west of the passenger station downtown. This substantial Dutch Colonial home is interpreted in limestone with a french celadon tile gambrel roof. A long shed dormer is supported by open knee braces and the rafter tails are so massive and blunt that they appear to be dentiled molding. ",House,,Dutch Colonial Revival,,residential architecture,"Bloomington, Indiana",39.17035577,-86.52665907,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the University Courts Historic District",Image;StillImage,image/png,eng,
coll039,coll036,0819.png,"504, 506-508 and 510-512 North Fess Avenue",No. 19,,1917; 1931,"Of this trio of English and Tudor homes, Merritt Harrison designed the first, 504 N. Fess, for Prof. William
F. Book. The other two duplexes, constructed later, were placed around a central court, accessed by a curved stair from the sidewalk. The limestone and brick retaining walls had arched gateways. Alumnus remember the south entrance as the campus location for romantic rendevous for over 50 years.",House,,Colonial Revival; Tudor Revival,,residential architecture; colonial revival architecture; Tudor revival architecture,"Bloomington, Indiana",39.17071622,-86.52553875,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the University Courts Historic District",Image;StillImage,image/png,eng,
coll040,coll036,0820.png,Harlos Court Apartments; 509-511 North Fess Avenue,No. 20,,1927,"This pair of apartments was designed in a distincitvie Spanish Colonial style by Cecil Harlos who also designed the
apartment block at Second and Fess in Elm Heights. His use of parapet walls, clay tile and metal casement windows is consistent in both apartment developments. Over the years, these apartments hosted an array of citizens in transition: widowers, the newly divorced and single ladies.",Apartments,,Spanish Colonial Revival,,residential architecture,"Bloomington, Indiana",39.17099257,-86.52609986,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through the University Courts Historic District",Image;StillImage,image/png,eng,
coll041,,1300.png,A Walk Through Bloomington's Black History On The Near West Side,,"City of Bloomington, Indiana",1900; 1909; 1920; 1990,"Historical Overview

In the late 1800s most of Monroe County's African American population lived in settlements northwest of Bloomington including Chandlerville, Hensonburg, and The Woods. Within the city, African American life centered on an area called Buck Town, which surrounded the first Showers Brothers Furniture factory between Grant and Washington Streets.

After the first Showers Brothers factory burned, the company built a new complex that would later become Bloomington’s current City Hall. Unusual for factories of the time, the Showers Company began hiring African Americans and women in 1868, bringing growth to the city’s west side and attracting Black workers to the area. At its peak in the 1920s, the Showers Brothers Company produced more than 700,000 pieces of furniture a year, accounting for than half of the furniture made in the United States per company statements. The company bank provided home financing, helping increase home ownership in the community.

Around the turn of the century, the Near West Side became a thriving community where most of the Black residents owned their homes, and some owned their own businesses. The Black-owned businesses included barber shops, beauty salons, billiard rooms and inns, many of which were located near the levee which ran parallel to the railroad tracks for several blocks and down Morton Street. Black owned restaurants in the West Side included “Sweet Chop Smitty” on the corner of 8th and Elm and for a time the Second Baptist Church and Elks Lodge operated their own restaurants on site.

Following the Civil Rights Movement, opportunities opened up for better employment thanks in part to the efforts of Reverend Ernest Butler, pastor of Second Baptist Church. Rev. Butler called upon religious and political leaders including Rev. Joseph Morrison and Mayor Tomi Allison. Pioneers in public employment included a number of West Side residents such as James “Snooki” Hopkins who became Bloomington’s first Black fireman in 1965, and Charles Brown who was hired by the city in 1967 as the first Black police officer. LaVerta Terry, in 1963 became the first Black woman hired as a schoolteacher. In politics, Paul Swain became the first Black city councilman and served from 1992 to 1995. Bloomington slowly began to change from 1960s through 1990s with the pressure and insistence of citizens black and white to include and recognize the diversity. The West Side’s Black community flourished through the 1970s but began to fade as broader opportunities appeared, and the local culture of lodges, clubs, and social organizations began to dissolve due to gentrification. This small community of African Americans who raised their children and worked hard to provide a living for themselves and their families in Bloomington remain a testament to this community’s achievement in the face of significant obstacles. This legacy is part of Bloomington’s shared history.

Notable People

Historically, the Near West Side has been home to many prominent members of Bloomington’s Black community. Mattie Jacobs Fuller was one such person. Mattie became a wealthy woman working as a beautician for the elite white women in Bloomington. Mattie Fuller used her musical talents of playing the organ and singing to raise over $12,000 and purchased the lot and paid for the foundation of Bethel AME church that was built on the corner of 7th and Rogers.

Another prominent Black citizen was Preston Emmanuel Eagleson. He was the first Black man to earn a Master’s Degree at Indiana University. The Eagleson family was once known for having more degrees than any other Black family in Bloomington. Preston Emmanuel Eagleson earned his AB 1896; MA 1906, Wilson Vashon Eagleson BS 1922; MS in chemistry, and Elizabeth Eagleson Bridgwaters AB 1930, just to name a few.

The Chandler family first migrated to Orange County from North Carolina and lived in the Lick Creek Settlement, before moving to Monroe County. Lick Creek flourished from about 1833 until the end of the Civil War. This community created economic, and legal independence offering protection from racial animosity, racist laws and fugitive slave catchers. The Bloomington Chandlers contributed to the City’s early jazz scene.

One other notable person in the Black community was Wilbur Miller. He was a WW II veteran, graduated from Indiana University in Physical Education, but couldn’t get employment in his field. He started physical education classes in the basement of Bethel AME Church. In 1951, segregated schools were ruled unconstitutional, Banneker became the West Side Community Center. Bloomington’s Park and Recreation Department hired Miller to be the first Director of the West Side Community Center.

Research by Elizabeth Mitchell and Erin Carter

Text by Elizabeth Mitchell

This project has been funded in part by a grant from the U.S. Department of the Interior, National Park Service’s Historic Preservation Fund administered by the Indiana Department of Natural Resources, Division of Historic Preservation and Archaeology. The project received federal financial assistance for the identification, protection, and/or rehabilitation of historic properties and cultural resources in the State of Indiana. However, the contents and opinions contained in this document are those of the authors and do not necessarily reflect the views or policies of the U.S. Government or the U.S. Department of the Interior. Under Title VI of the Civil Rights Act of 1964 and Section 504 of the Rehabilitation Act of 1973, and the Age Discrimination Act of 1975, as amended, the U.S. Department of the Interior prohibits discrimination on the basis of race, color, national origin, disability, or age in its federally assisted programs. If you believe that you have been discriminated against in any program, activity, or facility as described above, or if you desire further information, please write to: Office of Equal Opportunity, National Park Service, 1849 C Street, NW, MS-2740, Washington, D.C. 20240.

",House,California Bungalow; Carpenter-Builder; Gabled-ell,Arts and Crafts; Modern,,,"Bloomington, Indiana",,,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's Black History On The Near West Side",Image;StillImage,compound_object,eng,City of Bloomington Department of Housing and Neighborhood Development
coll042,coll041,1304.png,Maude Thomas House; 919 West 8th Street,No. 4,,1920,"(03/27/1894 – 04/22/1973)
Mrs. Maude Thomas boarded Black students from Indiana University when segregation and cost limited their housing options. Thomas operated three boarding houses for IU’s Black students, including her own home. In the early 20th century, it was unusual for a Black woman to own multiple properties. Thomas maintained a good relationship with many of her tenants, some of whom returned to visit her years later. Some of those students came up from the South wanting to further their education, and have fond memories of living at the Thomas home. Lehman Adams, an Indiana University professor of Oral Surgery and one of the first African Americans to enroll in IU’s School of Dentistry, remembers being directed to Mrs. Thomas as a student in the 1940s because he heard that it was a place he could stay while he finished his degree. Maude Thomas was said to be a soft-spoken woman whose life centered around Second Baptist Church, where she was an organist and a member of two social groups for black women, the Happy Hour, and the Jolly Bachelor Girls clubs. Mrs. Thomas and her kindness enabled many students to obtain degrees from Indiana University.",House,California Bungalow,Arts and Crafts,,residential architecture,"Bloomington, Indiana",39.16940166,-86.54408862,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's Black History On The Near West Side",Image;StillImage,image/png,eng,
coll043,coll041,1305.png,Oscar Bland House; 1014 West 8th Street,No. 5,,1990,"(02/14/1907 – 07/22/1953)
Oscar Bland is remembered in the
African American community as an amateur boxer and a trainer of young men, black and white. In the 1930s, he boxed under the names Kid Williams or Hard Rock Williams on the local amateur circuit. Although Bland mostly boxed in exhibition matches he once wrestled a bear for eight dollars. Later in life, Oscar Bland made a name for himself as a trainer of young boxers. He set up a ring in the backyard of the family’s 8th St. home. The Kid Williams Boxing Club produced three Golden Gloves champions and its boxers fought regularly in Crane, Indiana, against young soldiers, sailors and Marines. Although Bland wasn’t a professional he was respected for his talent, discipline, showmanship and later as a coach. His boxing club would eventually be sponsored by the Bloomington Police Department.",House,,Modern,,residential architecture,"Bloomington, Indiana",39.16975898,-86.54498856,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's Black History On The Near West Side",Image;StillImage,image/png,eng,
coll044,coll041,1303.png,Henry H. Hammond House; 723 West 8th Street,No. 3,,1900,"(06/19/1895- 05/01/1989)
Henry Hammond was born June 19, 1895 in Louisville, Kentucky to Charles and Mary Matilda (Brown) Hammond. He came to Bloomington by train as a teenager and worked at the Showers Brothers Furniture Company and Hook’s Drugstores before being hired as a maintenance man, house manager and cook for two Indiana University fraternities. Hammond also worked as a bartender for private parties hosted by IU dignitaries, such as Herman B. Wells, chancellor of Indiana University. He was a member of First United Methodist Church, downtown Kiwanis Club, a Kentucky Colonel, and an honorary member of Sigma Pi fraternity. He also served on the board of directors at the Boys Club. This house belonged to the Hammond family for several generations. Henry Hammond, at an age when most people would have retired, became a bailiff in the Monroe County court under Superior Court Judge Donald A. Rogers, and served with him for almost twenty years. He
was also a jazz saxophonist, who had a band called “Seven Sticks of Dynamite.” The band played in Bloomington dance halls for over 20 years and toured the region from Mitchell to Martinsville. Indiana. Jazz thrived in those days, and Hammond played with the best, including Hoagy Carmichael. Hammond was quoted as saying, “Hoagy would come up with us on
stage and blow his horn, he was just a regular fellow.” Hammond received several awards from civic organizations, including the Book of Golden Deeds Award in 1983 for distinguished community service. Henry Hammond died in 1989. After his passing, the Herald Telephone published not an obituary, but a lengthy editorial about his career and his integrity.",House,Carpenter-Builder ,,,residential architecture; vernacular architecture ,"Bloomington, Indiana",39.16936823,-86.54201972,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's Black History On The Near West Side",Image;StillImage,image/png,eng,
coll045,coll041,1307.png,Elizabeth Bridgwaters House; 925 West 7th Street,No. 7,,1909,"(06/04/1908 – 03/26/1999)
Elizabeth Eagleson Bridgwaters was born into the prominent Eagleson family in Bloomington and married Albert Lewis Bridgwaters Sr. Her father was Preston Emmanuel Eagleson, the first Black man to earn a master’s degree at Indiana University. Elizabeth was a mother of nine and the first Black person elected to the Monroe County Community School Corporation, serving from 1969 to 1977, and providing leadership as board president from 1972 to 1973. She initiated changes in the board's voting procedures, and promoted reading programs for the poor. Her love and devotion to the city of Bloomington’s West side fueled her many civic activities such as Bloomington’s Neighborhood Development program and assisting in the creation of the West Side Neighborhood Association. She served on the board of directors of the United Way, the Area 10 Council on Aging, the Advisory Board of the older American Center, and the local branch of the NAACP. She was instrumental in the establishment of the Aurora Alternative High School which met the needs of young people who did not adjust to the regular MCCSC programs. Bridgwaters continued her work in education through service in such organizations as the National Black Council of School Board members and the Indiana State Advisory Council for vocational education. Elizabeth Bridgewaters was inducted into the Monroe County Hall of Fame in 1999 for her civic work in the African American community.",House,Carpenter-Builder; Gabled-ell ,,,residential architecture; vernacular architecture,"Bloomington, Indiana",39.16848241,-86.54477381,"Historic Bloomington Walking Tours, City of Bloomington--A Walk Through Bloomington's Black History On The Near West Side",Image;StillImage,image/png,eng,
